Année,Diplôme,situation,Genre,Disciplines,Code du domaine,Domaine ciblé,Domaine,Code de la discipline,Discipline,Code du secteur disciplinaire,Secteur disciplinaire,Taux d’insertion,Part des emplois de niveau cadre ou profession intermédiaire,Part des emplois de niveau cadre,% emplois extérieurs à la région de l’université,Part des emplois stables,Part des emplois à temps plein,Salaire net mensuel médian des emplois à temps plein,Salaire brut annuel estimé,Premier quartile des salaires nets mensuels des emplois à temps plein,Dernier quartile des salaires nets mensuels des emplois à temps plein,Part des diplômés boursiers dans la discipline,Taux de chômage national
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Autres formations juridiques, économiques et de gestion",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05,"Autres formations juridiques, économiques et de gestion",88,83,57,38,60,95,1870,29200,1510,2260,31,8.5
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,80,71,35,32,45,87,1630,25400,1350,1970,43,9.9
2018-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,87,79,49,45,61,95,1800,28100,1520,2140,28,7.8
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,95,91,65,30,77,99,2100,32800,1800,2500,31,7.2
2020-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,98,95,71,33,69,95,2220,34600,ns,ns,38,6.9
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,94,84,47,40,66,97,1800,28100,1550,2200,33,8.5
2018-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,95,92,69,46,67,100,2040,31800,ns,ns,23,7.8
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Administration économique et sociale",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_01,Administration économique et sociale,87,76,46,35,57,94,1800,28100,1530,2170,37,8.6
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Droit, économie et gestion>Autres formations juridiques, économiques et de gestion>Pluridisciplinaire droit, sciences politiques",DEG,0,"Droit, économie et gestion",disc05,"Autres formations juridiques, économiques et de gestion",disc05_02,"Pluridisciplinaire droit, sciences politiques",83,ns,ns,59,ns,100,ns,ns,ns,ns,19,9.9
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",86,77,45,48,67,85,1680,26300,1400,2000,40,8.5
2011-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",87,76,52,46,65,84,1700,26500,1400,1950,29,9.7
2015-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Ensemble Lettres, langues, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06,"Ensemble Lettres, langues, arts",80,74,50,46,56,80,1520,23600,1300,1920,37,8.6
2017-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,81,68,36,43,50,77,1540,24000,1280,1900,42,7.8
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,80,72,37,35,62,74,1550,24200,1330,1900,39,7.8
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,76,59,34,37,50,68,1450,22700,1200,1770,38,9.3
2020-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,88,77,54,35,65,84,1790,27900,1450,2300,35,6.9
2017-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,80,79,48,43,59,81,1700,26500,1410,2000,42,7.8
2012-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_01,Arts,79,66,34,41,48,72,1400,21800,1200,1700,33,10.1
2019-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Français, langue étrangère",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_03,"Français, langue étrangère",90,83,49,55,32,68,ns,23400,ns,ns,25,7.2
2013-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,85,72,58,44,63,75,1710,26700,1390,1850,38,9.9
2013-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,88,73,61,43,72,85,1770,27600,1410,1900,37,9.9
2018-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,84,80,56,46,57,91,1690,26400,1360,2150,39,7.8
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,84,71,42,49,62,80,1500,23400,1300,1840,41,8.5
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures étrangères",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_05,Langues et littératures étrangères,88,75,47,52,67,84,1650,25700,1410,2040,41,8.6
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_06,Langues et littératures françaises,87,68,45,30,55,90,1700,26500,1490,1930,43,7.2
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_06,Langues et littératures françaises,81,62,34,33,50,73,1400,21800,1250,1600,40,8.5
2011-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues et littératures françaises",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_06,Langues et littératures françaises,88,77,58,39,68,85,1700,26500,1400,1830,29,9.7
2016-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_07,Langues étrangères appliquées,84,86,44,55,61,99,1700,26500,1500,2130,38,8.5
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Langues étrangères appliquées",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_07,Langues étrangères appliquées,84,74,31,59,63,94,1600,25000,1380,1900,45,8.5
2012-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Littérature générale et comparée",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_08,Littérature générale et comparée,87,66,56,29,54,80,1700,26500,ns,ns,36,10.1
2018-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_09,"Sciences du langage, linguistique",91,84,59,49,45,82,1550,24200,1350,1950,35,7.8
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_09,"Sciences du langage, linguistique",89,88,55,60,54,82,1590,24900,1380,2000,43,7.2
2020-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Sciences du langage, linguistique",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_09,"Sciences du langage, linguistique",90,84,75,60,64,76,ns,ns,ns,ns,52,6.9
2013-01-01,MASTER LMD,30 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,94,82,55,51,65,92,ns,ns,ns,ns,25,9.9
2013-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,88,80,58,53,71,90,1700,26500,1440,2070,25,9.9
2013-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,82,ns,ns,51,ns,ns,ns,ns,ns,ns,25,9.9
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,87,62,36,56,60,82,1650,25700,ns,ns,32,8.6
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire langues",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_10,Pluridisciplinaire langues,86,65,39,56,57,83,1600,25000,1360,1800,31,8.6
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, langues, sciences humaines",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_11,"Pluridisciplinaire lettres, langues, sciences humaines",84,77,51,44,62,90,1650,25700,1350,2000,39,8.5
2018-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_12,"Pluridisciplinaire lettres, sciences du langage, arts",81,74,44,37,66,83,1700,26500,1350,2030,33,7.8
2014-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_12,"Pluridisciplinaire lettres, sciences du langage, arts",73,54,34,41,51,68,1450,22600,1190,1800,43,9.3
2014-01-01,MASTER LMD,18 mois après le diplôme,hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_12,"Pluridisciplinaire lettres, sciences du langage, arts",70,ns,ns,ns,ns,ns,ns,ns,ns,ns,45,9.3
2020-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_12,"Pluridisciplinaire lettres, sciences du langage, arts",73,42,10,42,46,77,1460,22800,ns,ns,45,6.9
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes,"Lettres, langues, arts>Lettres, langues, arts>Pluridisciplinaire lettres, sciences du langage, arts",LLA,0,"Lettres, langues, arts",disc06,"Lettres, langues, arts",disc06_12,"Pluridisciplinaire lettres, sciences du langage, arts",88,71,32,35,56,85,1600,25000,ns,ns,46,7.8
2013-01-01,MASTER LMD,30 mois après le diplôme,hommes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,86,84,57,42,60,88,1750,27300,1490,2100,27,9.9
2020-01-01,MASTER LMD,18 mois après le diplôme,hommes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,88,86,60,43,50,90,1800,31200,1530,2150,35,6.9
2020-01-01,MASTER LMD,18 mois après le diplôme,femmes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,89,85,59,39,49,84,1720,29500,1500,2000,41,6.9
2015-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,87,83,58,39,59,85,1720,26800,1490,2050,35,8.6
2016-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,88,87,64,40,61,86,1770,27600,1500,2100,35,8.5
2015-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Ensemble sciences humaines et sociales>Ensemble sciences humaines et sociales,SHS,0,Sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,disc07,Ensemble sciences humaines et sociales,83,78,54,39,46,80,1600,25000,1400,1900,35,8.6
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Histoire-géographie>Histoire-géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08,Histoire-géographie,87,80,47,42,50,90,1750,27300,1500,2120,40,7.2
2019-01-01,MASTER LMD,18 mois après le diplôme,hommes,Sciences humaines et sociales>Histoire-géographie>Histoire-géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08,Histoire-géographie,80,78,52,43,45,89,1800,29300,1500,2200,37,7.2
2016-01-01,MASTER LMD,18 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Histoire-géographie>Histoire-géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08,Histoire-géographie,80,74,43,41,42,86,1600,25000,1350,1900,39,8.5
2017-01-01,MASTER LMD,30 mois après le diplôme,femmes et hommes,Sciences humaines et sociales>Histoire-géographie>Histoire-géographie,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08,Histoire-géographie,85,81,50,40,55,90,1750,27300,1480,2150,38,7.8
2013-01-01,MASTER LMD,18 mois après le diplôme,hommes,Sciences humaines et sociales>Histoire-géographie>Histoire,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_01,Histoire,76,68,46,41,37,84,1510,23500,1300,1770,30,9.9
2018-01-01,MASTER LMD,18 mois après le diplôme,femmes,Sciences humaines et sociales>Histoire-géographie>Histoire,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_01,Histoire,77,60,29,41,41,77,1460,22800,1300,1700,44,7.8
2018-01-01,MASTER LMD,18 mois après le diplôme,hommes,Sciences humaines et sociales>Histoire-géographie>Histoire,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_01,Histoire,73,66,39,39,36,83,1560,24300,1350,2000,36,7.8
2019-01-01,MASTER LMD,30 mois après le diplôme,femmes,Sciences humaines et sociales>Histoire-géographie>Histoire,SHS,0,Sciences humaines et sociales,disc08,Histoire-géographie,disc08_01,Histoire,84,74,32,42,45,87,1590,24700,1400,1890,43,7.2
